Record_ID,Record_Type,Timestamp_Start,Latitude,Longitude,Severity,Resolution_Status,Resolution_Time_Minutes,Alert_Type,Incident_Type,Distance_km,Incident_Description,Traffic_Incident_Nearby,Node_ID/DevEUI,Feeder_ID,Network_Operator,Time_Zone,,,,,,,,
UTIL-1091,Utility Alert,10/21/2025 2:01,39.28,-76.545,High,Resolved,21,Sudden Tilt,,,Device stability confirmed,FALSE,07714138A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1092,Utility Alert,10/21/2025 1:46,39.27,-76.65,High,Resolved,29,Sudden Tilt,,,Stabilization procedures complete,FALSE,12941037A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1036,Traffic Incident,10/25/2025 0:30,39.29,-76.612,Critical,Open,0,Accident,0.05,Police investigation of hit-and-run,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1093,Utility Alert,10/21/2025 1:46,39.2904,-76.6122,Medium,Resolved,22,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,12951049A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1094,Utility Alert,10/21/2025 1:46,39.295,-76.68,Medium,Resolved,19,Sudden Tilt,,,Minor pole movement detected,FALSE,09744060A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1095,Utility Alert,10/21/2025 1:46,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Minor device anomaly,FALSE,09714004B,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1037,Traffic Incident,10/25/2025 8:30,39.2705,-76.6515,Medium,Resolved,60,Disabled Vehicle,0.2,Vehicle towed from highway entrance,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1096,Utility Alert,10/21/2025 1:46,39.28,-76.545,Medium,Resolved,20,Sudden Tilt,,,High voltage transient detected,FALSE,12941037A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1097,Utility Alert,10/21/2025 1:48,39.27,-76.65,Medium,Resolved,18,Sudden Tilt,,,Device performance stable,FALSE,08734021A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1038,Traffic Incident,10/25/2025 14:45,39.3215,-76.623,Low,Resolved,20,Congestion,1.6,Weekend shopping traffic near retail center,FALSE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1098,Utility Alert,10/21/2025 1:47,39.2904,-76.6122,High,Resolved,12,Sudden Tilt,,,Device restart successful,FALSE,12951049A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1099,Utility Alert,10/21/2025 1:47,39.295,-76.68,Medium,Resolved,21,Sudden Tilt,,,Component status check,FALSE,12921004A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1100,Utility Alert,10/21/2025 1:47,39.32,-76.62,Medium,Resolved,15,Sudden Tilt,,,Communications link tested,FALSE,08715054A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1039,Traffic Incident,10/26/2025 9:30,39.2904,-76.6122,Low,Resolved,15,Congestion,0.01,Downtown Marathon street closure effect,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1101,Utility Alert,10/21/2025 1:47,39.28,-76.545,Medium,Resolved,19,Sudden Tilt,,,Device stability confirmed,FALSE,12805038A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1102,Utility Alert,10/21/2025 1:47,39.27,-76.65,Medium,Resolved,22,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,12941036A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1040,Traffic Incident,10/26/2025 15:00,39.28,-76.545,Medium,Open,0,Road Work,0.01,Crane setup for building maintenance,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1103,Utility Alert,10/21/2025 1:48,39.2904,-76.6122,High,Resolved,14,Sudden Tilt,,,Minor pole movement detected,FALSE,08715052B,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1104,Utility Alert,10/21/2025 1:48,39.295,-76.68,Medium,Resolved,23,Sudden Tilt,,,Minor device anomaly,FALSE,09724045A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1105,Utility Alert,10/21/2025 1:48,39.32,-76.62,High,Resolved,16,Sudden Tilt,,,High voltage transient detected,FALSE,11734180A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1041,Traffic Incident,10/26/2025 11:30,39.27,-76.65,Medium,Resolved,120,Road Work,0.1,Utility pole replacement,TRUE,,,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,,
UTIL-1106,Utility Alert,10/21/2025 1:48,39.28,-76.545,Medium,Resolved,20,Sudden Tilt,,,Device performance stable,FALSE,11713113A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1107,Utility Alert,10/21/2025 1:48,39.27,-76.65,High,Resolved,27,Sudden Tilt,,,Device restart successful,FALSE,12825024A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1042,Traffic Incident,10/27/2025 8:00,39.2905,-76.612,Medium,Resolved,85,Disabled Vehicle,0.05,Commercial vehicle safety check hold,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1108,Utility Alert,10/21/2025 1:49,39.2904,-76.6122,Medium,Resolved,13,Sudden Tilt,,,Communications link tested,FALSE,09744055B,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1109,Utility Alert,10/21/2025 1:49,39.295,-76.68,Medium,Resolved,18,Sudden Tilt,,,Device stability confirmed,FALSE,10731190A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1110,Utility Alert,10/21/2025 1:49,39.32,-76.62,High,Resolved,15,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,11702124A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1043,Traffic Incident,10/27/2025 15:45,39.281,-76.546,High,Resolved,150,Accident,0.5,"Multi-car pileup, two lanes blocked",TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1111,Utility Alert,10/21/2025 1:49,39.28,-76.545,Medium,Resolved,22,Sudden Tilt,,,Minor pole movement detected,FALSE,8813bf0ca5a0324f,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1112,Utility Alert,10/21/2025 1:49,39.27,-76.65,High,Resolved,31,Sudden Tilt,,,Minor device anomaly,FALSE,12921008A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1044,Traffic Incident,10/27/2025 7:15,39.322,-76.621,Low,Resolved,15,Congestion,1.2,School drop-off congestion,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1113,Utility Alert,10/21/2025 1:50,39.2904,-76.6122,High,Resolved,25,Sudden Tilt,,,High voltage transient detected,FALSE,08725002B,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1114,Utility Alert,10/21/2025 1:50,39.295,-76.68,Medium,Resolved,21,Sudden Tilt,,,Device performance stable,FALSE,09744050A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1115,Utility Alert,10/21/2025 1:50,39.32,-76.62,Medium,Resolved,30,Sudden Tilt,,,Device restart successful,FALSE,12815041A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1045,Traffic Incident,10/27/2025 12:40,39.29,-76.6122,Medium,In Progress,0,Road Work,0.01,BGE line inspection with lane closure,TRUE,,,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,,
UTIL-1116,Utility Alert,10/21/2025 1:50,39.28,-76.545,High,Resolved,12,Sudden Tilt,,,Communications link tested,FALSE,12825003A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1117,Utility Alert,10/21/2025 1:50,39.27,-76.65,Medium,Resolved,15,Sudden Tilt,,,Device stability confirmed,FALSE,8813bf06370c5e6b,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1046,Traffic Incident,10/27/2025 20:00,39.271,-76.655,Low,Resolved,25,Congestion,0.5,Local restaurant rush hour overflow,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1118,Utility Alert,10/21/2025 1:51,39.2904,-76.6122,High,Resolved,18,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,09705002B,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1119,Utility Alert,10/21/2025 1:51,39.295,-76.68,Medium,Resolved,14,Sudden Tilt,,,Minor pole movement detected,FALSE,10752039A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1120,Utility Alert,10/21/2025 1:51,39.32,-76.62,Medium,Resolved,23,Sudden Tilt,,,Minor device anomaly,FALSE,09704015B,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1047,Traffic Incident,10/28/2025 6:15,39.2904,-76.6122,Critical,Resolved,300,Accident,0.01,"Serious vehicle fire, cleanup required",TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1121,Utility Alert,10/21/2025 1:51,39.28,-76.545,High,Resolved,19,Sudden Tilt,,,High voltage transient detected,FALSE,08744193A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1122,Utility Alert,10/21/2025 1:51,39.27,-76.65,Medium,Resolved,28,Sudden Tilt,,,Device performance stable,FALSE,10723114B,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1048,Traffic Incident,10/28/2025 15:40,39.32,-76.62,Low,Resolved,20,Congestion,0.01,General city-center traffic volume,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1123,Utility Alert,10/21/2025 1:52,39.2904,-76.6122,Medium,Resolved,16,Sudden Tilt,,,Device restart successful,FALSE,09734099A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1124,Utility Alert,10/21/2025 1:52,39.295,-76.68,High,Resolved,20,Sudden Tilt,,,Component status check,FALSE,10731137A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1125,Utility Alert,10/21/2025 1:52,39.32,-76.62,High,Resolved,18,Sudden Tilt,,,Communications link tested,FALSE,07755040B,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1049,Traffic Incident,10/28/2025 9:10,39.2955,-76.6815,Medium,In Progress,0,Road Work,0.1,Sewer line inspection crew,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1126,Utility Alert,10/21/2025 1:52,39.28,-76.545,High,Resolved,26,Sudden Tilt,,,Device stability confirmed,FALSE,08724003B,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1127,Utility Alert,10/21/2025 1:52,39.27,-76.65,Medium,Resolved,19,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,09734138A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1050,Traffic Incident,10/28/2025 17:30,39.2805,-76.545,Low,Resolved,30,Congestion,0.05,Evening rush hour volume,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1128,Utility Alert,10/21/2025 1:53,39.2904,-76.6122,Medium,Resolved,14,Sudden Tilt,,,Minor pole movement detected,FALSE,08755151A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1129,Utility Alert,10/21/2025 1:53,39.295,-76.68,High,Resolved,10,Sudden Tilt,,,Minor device anomaly,FALSE,10733049A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1130,Utility Alert,10/21/2025 1:53,39.32,-76.62,High,Resolved,19,Sudden Tilt,,,High voltage transient detected,FALSE,09704014B,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1051,Traffic Incident,10/29/2025 8:30,39.271,-76.65,Critical,Resolved,150,Accident,0.1,"Fuel truck turnover, hazmat response",TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1131,Utility Alert,10/21/2025 1:53,39.28,-76.545,Medium,Resolved,24,Sudden Tilt,,,Device performance stable,FALSE,08715070A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1132,Utility Alert,10/21/2025 1:53,39.27,-76.65,High,Resolved,21,Sudden Tilt,,,Device restart successful,FALSE,08724004B,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1052,Traffic Incident,10/29/2025 14:40,39.2904,-76.6122,Medium,In Progress,0,Road Work,0.01,Emergency gas line repair,TRUE,,,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,,
UTIL-1133,Utility Alert,10/21/2025 1:54,39.2904,-76.6122,High,Resolved,18,Sudden Tilt,,,Communications link tested,FALSE,09744068D,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1134,Utility Alert,10/21/2025 1:54,39.295,-76.68,High,Resolved,23,Sudden Tilt,,,Device stability confirmed,FALSE,09744058D,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1135,Utility Alert,10/21/2025 1:54,39.32,-76.62,Medium,Resolved,15,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,08745095A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1053,Traffic Incident,10/29/2025 17:30,39.3205,-76.6205,Low,Resolved,20,Congestion,0.05,Afternoon peak volume,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1136,Utility Alert,10/21/2025 1:54,39.28,-76.545,Medium,Resolved,20,Sudden Tilt,,,Minor pole movement detected,FALSE,09705071B,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1137,Utility Alert,10/21/2025 1:54,39.27,-76.65,High,Resolved,32,Sudden Tilt,,,Minor device anomaly,FALSE,07724196A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1054,Traffic Incident,10/30/2025 6:45,39.28,-76.545,Medium,Resolved,50,Disabled Vehicle,0.01,"Car fire on shoulder, quickly contained",TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1138,Utility Alert,10/21/2025 1:55,39.2904,-76.6122,Medium,Resolved,16,Sudden Tilt,,,High voltage transient detected,FALSE,09734008B,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1139,Utility Alert,10/21/2025 1:55,39.295,-76.68,Medium,Resolved,22,Sudden Tilt,,,Device performance stable,FALSE,08724009A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1140,Utility Alert,10/21/2025 1:55,39.32,-76.62,High,Resolved,14,Sudden Tilt,,,Device restart successful,FALSE,08734001B,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1055,Traffic Incident,10/30/2025 11:10,39.29,-76.612,Medium,Resolved,120,Road Work,0.01,"Fiber cable splicing, lane closure",TRUE,,,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,,
UTIL-1141,Utility Alert,10/21/2025 1:55,39.28,-76.545,Medium,Resolved,19,Sudden Tilt,,,Communications link tested,FALSE,09734071B,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1142,Utility Alert,10/21/2025 1:55,39.27,-76.65,High,Resolved,27,Sudden Tilt,,,Device stability confirmed,FALSE,10733014A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1056,Traffic Incident,10/30/2025 15:00,39.27,-76.65,Low,Resolved,20,Congestion,0.05,High volume at highway ramp,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1143,Utility Alert,10/21/2025 1:56,39.2904,-76.6122,High,Resolved,12,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,11702122A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1144,Utility Alert,10/21/2025 1:56,39.295,-76.68,Medium,Resolved,14,Sudden Tilt,,,Minor pole movement detected,FALSE,07744010B,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1145,Utility Alert,10/21/2025 1:56,39.32,-76.62,Medium,Resolved,23,Sudden Tilt,,,Minor device anomaly,FALSE,ec64c968ef287c8c,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1057,Traffic Incident,10/30/2025 18:00,39.2904,-76.6122,Critical,Open,0,Accident,0.01,Police Chase ending in crash; area sealed,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1146,Utility Alert,10/21/2025 1:56,39.28,-76.545,Medium,Resolved,18,Sudden Tilt,,,High voltage transient detected,FALSE,09744054B,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1147,Utility Alert,10/21/2025 1:57,39.27,-76.65,High,Resolved,25,Sudden Tilt,,,Device performance stable,FALSE,09405012A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1058,Traffic Incident,10/31/2025 9:00,39.321,-76.623,Medium,Resolved,60,Disabled Vehicle,1.5,Commercial delivery van broken axle,FALSE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1148,Utility Alert,10/21/2025 1:58,39.2904,-76.6122,Medium,Resolved,17,Sudden Tilt,,,Device restart successful,FALSE,10724071A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1149,Utility Alert,10/21/2025 1:52,39.295,-76.68,High,Resolved,11,Sudden Tilt,,,Component status check,FALSE,11744117A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1150,Utility Alert,10/21/2025 1:52,39.32,-76.62,High,Resolved,13,Sudden Tilt,,,Communications link tested,FALSE,07734007A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1059,Traffic Incident,10/31/2025 16:30,39.28,-76.545,Low,Resolved,30,Congestion,0.01,Pre-holiday heavy travel,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1151,Utility Alert,10/21/2025 1:57,39.28,-76.545,Medium,Resolved,20,Sudden Tilt,,,Device stability confirmed,FALSE,09405004B,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1152,Utility Alert,10/21/2025 1:57,39.27,-76.65,High,Resolved,26,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,09734139A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1060,Traffic Incident,11/1/2025 1:00,39.2904,-76.6122,Medium,Resolved,90,Disabled Vehicle,0.01,Police pulled over unsafe vehicle,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1153,Utility Alert,10/21/2025 1:57,39.2904,-76.6122,Medium,Resolved,15,Sudden Tilt,,,Minor pole movement detected,FALSE,09724060A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1154,Utility Alert,10/21/2025 1:57,39.295,-76.68,High,Resolved,12,Sudden Tilt,,,Minor device anomaly,FALSE,09734075B,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1155,Utility Alert,10/21/2025 1:57,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,High voltage transient detected,FALSE,07714146A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1061,Traffic Incident,11/1/2025 11:00,39.271,-76.65,Medium,Resolved,120,Road Work,0.1,Routine water valve repair,TRUE,,,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,,
UTIL-1156,Utility Alert,10/21/2025 1:57,39.28,-76.545,Medium,Resolved,19,Sudden Tilt,,,Device performance stable,FALSE,09705120A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1157,Utility Alert,10/21/2025 1:58,39.27,-76.65,High,Resolved,27,Sudden Tilt,,,Device restart successful,FALSE,8813bf04d22c3635,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1062,Traffic Incident,11/1/2025 17:30,39.32,-76.62,Low,Resolved,20,Congestion,0.01,Weekend heavy traffic,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1158,Utility Alert,10/21/2025 1:59,39.2904,-76.6122,High,Resolved,12,Sudden Tilt,,,Communications link tested,FALSE,11734172A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1159,Utility Alert,10/21/2025 1:58,39.295,-76.68,Medium,Resolved,17,Sudden Tilt,,,Device stability confirmed,FALSE,09734143B,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1160,Utility Alert,10/21/2025 1:59,39.32,-76.62,Medium,Resolved,25,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,08715037A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1063,Traffic Incident,11/2/2025 10:45,39.2905,-76.612,Medium,Resolved,45,Disabled Vehicle,0.05,Failed vehicle inspection stop,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1161,Utility Alert,10/21/2025 1:59,39.28,-76.545,Medium,Resolved,20,Sudden Tilt,,,Minor pole movement detected,FALSE,09744029A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1162,Utility Alert,10/21/2025 2:00,39.27,-76.65,High,Resolved,31,Sudden Tilt,,,Minor device anomaly,FALSE,10741097A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1064,Traffic Incident,11/2/2025 14:15,39.281,-76.546,High,Open,0,Accident,0.4,Side-swipe collision; police on scene,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1163,Utility Alert,10/21/2025 1:58,39.2904,-76.6122,High,Resolved,28,Sudden Tilt,,,High voltage transient detected,FALSE,09724116A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1164,Utility Alert,10/21/2025 1:59,39.295,-76.68,Medium,Resolved,24,Sudden Tilt,,,Device performance stable,FALSE,09734136A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1165,Utility Alert,10/21/2025 2:00,39.32,-76.62,Medium,Resolved,16,Sudden Tilt,,,Device restart successful,FALSE,09724106A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1065,Traffic Incident,11/2/2025 18:30,39.27,-76.65,Low,Resolved,25,Congestion,0.08,Theater district evening crowd,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1166,Utility Alert,10/21/2025 2:00,39.28,-76.545,Medium,Resolved,21,Sudden Tilt,,,Communications link tested,FALSE,10746128A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1167,Utility Alert,10/21/2025 1:50,39.27,-76.65,High,Resolved,25,Sudden Tilt,,,Device stability confirmed,FALSE,09744050B,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1066,Traffic Incident,11/3/2025 10:00,39.295,-76.68,Medium,Resolved,60,Disabled Vehicle,0.05,Vehicle towed after running red light,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1168,Utility Alert,10/21/2025 1:50,39.2904,-76.6122,High,Resolved,20,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,09744076D,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1169,Utility Alert,10/21/2025 1:50,39.295,-76.68,High,Resolved,19,Sudden Tilt,,,Minor pole movement detected,FALSE,ec64c972fce0689f,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1170,Utility Alert,10/21/2025 1:50,39.32,-76.62,Medium,Resolved,14,Sudden Tilt,,,Minor device anomaly,FALSE,09724110A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1067,Traffic Incident,11/3/2025 15:45,39.3205,-76.621,Medium,Resolved,40,Congestion,0.2,Football game exit traffic,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1171,Utility Alert,10/21/2025 1:50,39.28,-76.545,High,Resolved,22,Sudden Tilt,,,High voltage transient detected,FALSE,08715069A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1172,Utility Alert,10/21/2025 1:51,39.27,-76.65,Medium,Resolved,29,Sudden Tilt,,,Device performance stable,FALSE,09744027A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1068,Traffic Incident,11/4/2025 6:00,39.2904,-76.6122,Low,Resolved,15,Congestion,0.01,Early morning road closure overflow,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1173,Utility Alert,10/21/2025 1:51,39.2904,-76.6122,Medium,Resolved,15,Sudden Tilt,,,Device restart successful,FALSE,09705002B,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1174,Utility Alert,10/21/2025 1:52,39.295,-76.68,High,Resolved,12,Sudden Tilt,,,Component status check,FALSE,10731137A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1175,Utility Alert,10/21/2025 1:53,39.32,-76.62,High,Resolved,24,Sudden Tilt,,,Communications link tested,FALSE,09704014B,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1069,Traffic Incident,11/4/2025 12:30,39.2805,-76.5455,High,In Progress,0,Accident,0.3,Chemical spill from work truck,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1176,Utility Alert,10/21/2025 1:53,39.28,-76.545,Medium,Resolved,21,Sudden Tilt,,,Device stability confirmed,FALSE,08715070A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1177,Utility Alert,10/21/2025 1:54,39.27,-76.65,Medium,Resolved,17,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,07724196A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1070,Traffic Incident,11/4/2025 18:00,39.27,-76.65,Medium,Resolved,55,Disabled Vehicle,0.05,Vehicle breakdown in exit lane,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1178,Utility Alert,10/21/2025 1:54,39.2904,-76.6122,Medium,Resolved,22,Sudden Tilt,,,Minor pole movement detected,FALSE,09744068D,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1179,Utility Alert,10/21/2025 1:55,39.295,-76.68,High,Resolved,28,Sudden Tilt,,,Minor device anomaly,FALSE,08724009A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1180,Utility Alert,10/21/2025 1:56,39.32,-76.62,High,Resolved,16,Sudden Tilt,,,High voltage transient detected,FALSE,09714029A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1071,Traffic Incident,11/5/2025 7:15,39.295,-76.68,Low,Resolved,20,Congestion,0.01,Heavy commute volume,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
