timestamp_utc,device_id,serial_number,pole_id,street_name,mounted_on_description,model,firmware_version,latitude,longitude,altitude_m,heading_deg,mechanical_tilt_deg,pole_tilt_deg,gps_accuracy_m,gps_fix,mac_address,ip_address,adoption_status,tags,warranty_status,warranty_expires,eol_flag,pedestrian_count,vehicle_count,vehicle_car_count,vehicle_truck_count,bicycle_count,avg_speed_kmph,max_speed_kmph,speed_95th_kmph,near_miss_count,intersection_conflict_count,camera_motion_events,person_detections,vehicle_detections,camera_fps,camera_bitrate_kbps,object_types_detected,energy_power_w,energy_kwh_since_last,voltage_v,current_a,poe_power_w,temperature_c,humidity_pct,pm2_5_ugm3,pm10_ugm3,noise_db,light_level_lux,uptime_seconds,cpu_pct,mem_pct,storage_pct,backhaul_type,backhaul_rssi_dbm,latency_ms,packet_loss_pct,spectral_scan_available,spectral_scan_peak_dbm,syslog_events_last_hour,crash_count_last_30d,firmware_update_available,contact_owner,installation_date,last_maintenance_date,notes
2025-11-04T16:00:00,UBC-00079,UBC00000079,PL-60930,President St,Light pole at President St near block 311,UbiSmart-V2,v1.5.2,39.278982,-76.60548,3.14,343.4,2.01,1.37,1.87,True,02:00:36:00:0f:19,10.5.140.239,Decommissioned,"smartpole,busstop,camera-enabled",Extended,2026-05-17,False,2,2,2,0,0,26.4,33.3,30.4,0,0,2,1,1,30,1639,"bike,dog",152.9,0.0255,123.0,1.24,30,1.7,48.8,8.15,8.51,54.9,3889,484361,16.2,44.3,11.6,Ethernet,-38.5,6.8,0.01,True,-87.5,3,1,False,Contractor,2024-09-07,2025-10-12,
2025-11-04T16:10:00,UBC-00080,UBC00000080,PL-35006,St. Paul St,Light pole at St. Paul St near block 116,UbiSmart-V2,v1.5.2,39.285757,-76.59554,6.17,233.9,1.52,0.17,2.36,True,02:00:86:e9:68:3d,10.15.243.45,Provisioning,,InWarranty,2026-09-25,False,1,4,3,1,0,32.7,39.1,36.6,0,0,1,0,1,20,1636,"truck,person,dog",62.3,0.0104,119.4,0.52,5,-4.2,68.3,13.0,15.08,50.6,4238,416373,11.0,17.9,32.5,FixedWireless,-51.6,6.7,0.07,True,-77.0,0,2,False,University,2016-01-09,2025-01-16,
2025-11-04T16:20:00,UBC-00081,UBC00000081,PL-45398,Monument St,Light pole at Monument St near block 208,UbiEdge-Sensor,v2.1.0,39.279561,-76.626574,6.75,150.5,0.31,0.34,2.21,True,02:00:59:06:16:20,10.143.144.185,Decommissioned,"crosswalk,smartpole,intersection",OutOfWarranty,2028-04-01,False,0,3,2,1,0,16.0,18.3,16.0,0,0,1,1,0,5,961,"scooter,bike,person",124.9,0.0208,117.7,1.06,0,0.2,59.6,3.02,7.34,51.6,3438,672088,7.7,28.7,20.2,Fiber,-52.7,5.7,1.63,False,,6,1,True,Private,2015-12-31,2025-08-04,
2025-11-04T16:30:00,UBC-00082,UBC00000082,PL-10255,Canton Ave,Light pole at Canton Ave near block 554,UbiHub-200,v2.2.3,39.315214,-76.657468,4.57,228.9,-0.28,-0.07,1.52,True,02:00:bc:e9:f1:53,10.191.190.186,Decommissioned,crosswalk,OutOfWarranty,2026-06-08,False,1,1,1,0,0,22.9,25.0,23.2,0,0,0,0,0,30,987,scooter,104.3,0.0174,117.2,0.89,0,6.3,61.2,12.71,15.34,48.8,3709,1219948,8.8,52.7,30.7,FixedWireless,-45.0,6.9,1.62,False,,1,1,False,Private,2021-03-18,2025-08-11,
2025-11-04T16:40:00,UBC-00083,UBC00000083,PL-71274,Franklin St,Light pole at Franklin St near block 941,UbiRadar-R1,v2.0.1,39.270312,-76.573241,4.13,41.9,1.26,-0.66,0.66,True,02:00:aa:b7:ee:e6,10.84.21.88,Decommissioned,,Extended,2026-09-16,False,0,2,1,1,0,24.4,27.0,26.8,0,0,0,0,0,15,1895,"car,bike",134.3,0.0224,121.8,1.1,30,1.9,61.3,9.5,9.62,51.9,4389,709747,1.0,15.9,29.0,Ethernet,-52.3,11.1,0.73,False,,6,2,False,Private,2019-09-20,2024-12-20,
2025-11-04T16:50:00,UBC-00084,UBC00000084,PL-85195,Reisterstown Rd,Light pole at Reisterstown Rd near block 334,UbiEdge-Sensor,v1.5.2,39.315431,-76.622418,6.39,58.1,1.01,1.35,0.54,True,02:00:35:02:82:54,10.116.171.126,Decommissioned,,Extended,2026-03-04,False,4,4,4,0,0,27.0,29.3,25.5,0,0,3,2,1,10,1333,dog,106.5,0.0177,116.5,0.91,5,-0.5,58.7,12.13,13.72,55.0,3889,128665,10.5,34.5,32.6,FixedWireless,-46.0,6.4,0.32,True,-82.0,5,1,False,University,2019-11-29,2024-12-07,
2025-11-04T17:00:00,UBC-00085,UBC00000085,PL-56023,W Baltimore St,Light pole at W Baltimore St near block 311,UbiCam-Edge,v1.5.2,39.292568,-76.609612,3.92,45.7,1.72,0.66,1.03,True,02:00:37:fd:49:24,10.156.123.194,Decommissioned,intersection,Extended,2028-10-07,False,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,1,30,1984,"dog,person",146.4,0.0244,121.5,1.2,0,5.7,56.5,15.9,19.88,48.9,4114,1123988,5.6,14.9,42.5,Fiber,-50.9,19.9,0.28,False,,6,0,False,DOT,2016-08-22,2025-08-03,
2025-11-04T17:10:00,UBC-00086,UBC00000086,PL-48769,Charles St,Light pole at Charles St near block 635,UbiCell-XL,v1.4.0,39.312424,-76.614913,6.26,81.4,-0.07,0.94,0.27,True,02:00:05:99:af:c6,10.191.106.78,Decommissioned,,OutOfWarranty,2028-03-13,False,4,2,2,0,0,26.1,31.7,29.9,0,0,4,3,1,5,1056,car,113.3,0.0189,120.8,0.94,5,1.8,65.3,12.49,18.28,48.3,4028,12997,21.8,30.4,12.5,4G-LTE,-61.1,26.1,2.2,False,,4,1,False,DOT,2018-02-28,2025-03-02,
2025-11-04T17:20:00,UBC-00087,UBC00000087,PL-56071,North Ave,Light pole at North Ave near block 647,UbiCell-XL,v2.0.1,39.29082,-76.575448,4.41,287.0,-0.15,0.95,1.36,True,02:00:2c:f3:81:2f,10.42.125.186,Adopted,"bikepath,energy-metered,crosswalk",OutOfWarranty,2028-09-02,False,2,5,5,0,0,17.5,18.5,14.2,0,0,6,2,4,5,947,"dog,bike",204.1,0.034,116.3,1.75,30,10.5,64.7,10.88,11.76,55.0,4169,1630797,5.0,8.9,12.8,FixedWireless,-47.2,6.9,2.41,False,,0,1,False,Private,2023-01-26,2025-01-03,
2025-11-04T17:30:00,UBC-00088,UBC00000088,PL-50607,North Ave,Light pole at North Ave near block 301,UbiCam-Edge,v1.4.0,39.25274,-76.577031,6.53,112.1,0.67,-0.23,1.12,True,02:00:c6:18:81:3c,10.251.89.231,Unadopted,"crosswalk,energy-metered,smartpole,busstop",InWarranty,2027-06-24,False,1,1,1,0,0,37.7,46.6,42.4,0,0,2,2,0,25,1845,"bike,car,dog",95.3,0.0159,121.4,0.79,25,2.3,46.2,0.0,1.22,50.9,3799,1587949,1.0,24.3,3.0,4G-LTE,-69.7,20.6,4.54,False,,6,0,True,Private,2019-01-13,2025-05-23,
2025-11-04T17:40:00,UBC-00089,UBC00000089,PL-30289,Orleans St,Light pole at Orleans St near block 143,UbiCam-Edge,v1.4.0,39.323266,-76.567613,4.98,340.0,2.5,1.57,0.54,True,02:00:72:ae:fc:75,10.227.59.26,Decommissioned,camera-enabled,InWarranty,2026-12-18,False,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,5,463,bike,115.9,0.0193,124.9,0.93,30,3.5,43.4,6.45,7.05,51.8,3852,484762,3.9,27.4,18.7,FixedWireless,-46.8,9.5,0.51,True,-84.4,1,2,False,DOT,2020-11-11,2025-02-27,
2025-11-04T17:50:00,UBC-00090,UBC00000090,PL-12691,Howard St,Light pole at Howard St near block 89,UbiSmart-V2,v2.2.3,39.311529,-76.613939,7.5,118.2,1.46,1.38,0.88,True,02:00:b7:f3:cd:7c,10.70.61.7,Provisioning,"smartpole,camera-enabled,crosswalk",InWarranty,2027-05-31,False,7,3,3,0,1,45.8,68.8,65.1,0,0,8,2,6,30,721,"dog,truck,person",180.7,0.0301,121.5,1.49,0,-0.8,68.4,12.89,16.0,54.5,3531,388771,8.2,15.3,9.7,FixedWireless,-55.7,7.9,10.31,True,-87.3,4,0,False,Contractor,2020-10-09,2024-12-06,
2025-11-04T18:00:00,UBC-00091,UBC00000091,PL-44472,S Charles St,Light pole at S Charles St near block 10,UbiRadar-R1,v1.6.0,39.27812,-76.670222,7.19,46.5,0.38,0.7,0.11,True,02:00:05:be:1e:06,10.57.136.150,Adopted,"crosswalk,intersection,downtown,camera-enabled",OutOfWarranty,2028-02-17,False,1,2,2,0,0,25.6,31.1,30.3,0,0,1,0,1,20,1354,dog,100.3,0.0167,119.5,0.84,15,0.4,60.5,4.05,4.33,52.3,210,1322929,6.3,21.9,20.0,Fiber,-49.3,10.3,1.72,False,,2,0,False,Contractor,2016-02-16,2025-03-08,
2025-11-04T18:10:00,UBC-00092,UBC00000092,PL-72227,Orleans St,Light pole at Orleans St near block 848,UbiHub-200,v1.5.2,39.314375,-76.597395,5.77,66.4,1.33,0.91,1.46,True,02:00:f4:25:54:7e,10.211.185.241,Adopted,schoolzone,Extended,2026-04-27,False,3,0,0,0,0,0.0,0.0,0.0,0,0,6,4,2,20,1893,"car,person",155.2,0.0259,122.0,1.27,15,0.4,39.6,5.25,11.13,51.9,1,232564,10.4,30.4,7.5,Fiber,-60.0,13.3,0.18,False,,2,1,True,University,2025-04-18,2025-05-28,
2025-11-04T18:20:00,UBC-00093,UBC00000093,PL-98035,Eutaw St,Light pole at Eutaw St near block 428,UbiCam-Edge,v1.4.0,39.274898,-76.58668,4.26,120.8,0.34,0.89,1.66,True,02:00:50:7b:93:fe,10.38.221.154,Unadopted,energy-metered,Extended,2028-03-20,False,4,2,2,0,0,24.4,25.8,20.5,0,0,5,4,1,30,746,"bike,dog",144.8,0.0241,117.8,1.23,30,2.5,38.3,19.14,22.28,51.3,929,321799,5.2,26.2,11.0,Ethernet,-44.5,30.0,3.77,True,-84.1,0,2,False,Contractor,2017-02-09,2024-12-15,
2025-11-04T18:30:00,UBC-00094,UBC00000094,PL-61546,Monument St,Light pole at Monument St near block 275,UbiCell-XL,v1.6.0,39.339179,-76.59673,5.41,230.5,1.64,1.15,0.97,True,02:00:f0:ac:2e:fa,10.175.32.65,Provisioning,"energy-metered,smartpole",OutOfWarranty,2026-09-16,True,0,3,3,0,0,40.8,50.9,46.5,0,0,2,1,1,15,1512,"dog,truck",142.3,0.0237,126.4,1.13,5,0.8,42.6,10.67,11.16,53.1,393,142760,9.4,16.0,41.4,Mesh,-47.6,6.2,0.85,False,,2,1,False,Contractor,2022-04-07,2025-05-27,
2025-11-04T18:40:00,UBC-00095,UBC00000095,PL-55680,Eutaw St,Light pole at Eutaw St near block 741,UbiHub-200,v2.1.0,39.290114,-76.595428,3.86,325.9,0.92,0.88,1.58,True,02:00:61:b9:a4:68,10.236.88.31,Provisioning,"camera-enabled,intersection",Extended,2027-08-05,False,8,2,2,0,0,29.1,36.2,34.9,0,0,12,8,4,15,772,truck,116.1,0.0193,117.6,0.99,30,0.6,56.7,11.06,11.14,55.7,1,241006,4.0,7.2,27.6,Ethernet,-49.5,4.3,0.42,False,,2,2,False,Contractor,2019-01-26,2024-12-19,
2025-11-04T18:50:00,UBC-00096,UBC00000096,PL-75136,St. Paul St,Light pole at St. Paul St near block 466,UbiSmart-V2,v1.5.2,39.276436,-76.666815,3.89,104.8,1.66,0.78,0.08,True,02:00:c0:c9:01:22,10.96.130.238,Decommissioned,"bikepath,schoolzone,energy-metered,busstop",InWarranty,2026-08-20,False,2,2,2,0,0,23.2,24.4,18.6,0,0,5,1,4,15,1626,bike,155.3,0.0259,118.8,1.31,0,7.0,49.3,3.6,5.14,49.3,191,422841,8.5,23.5,13.4,FixedWireless,-58.7,7.1,0.16,False,,4,2,False,University,2023-07-18,2025-06-25,
2025-11-04T19:00:00,UBC-00097,UBC00000097,PL-74167,St. Paul St,Light pole at St. Paul St near block 948,UbiCell-XL,v2.0.1,39.329311,-76.612809,7.78,164.7,0.7,-0.18,1.36,True,02:00:15:23:8e:37,10.137.65.201,Adopted,schoolzone,InWarranty,2026-03-30,False,0,1,1,0,0,43.3,44.3,40.9,0,0,1,0,1,25,602,bike,116.3,0.0194,117.3,0.99,15,1.0,64.5,16.58,19.38,50.2,57,359851,5.3,19.5,5.3,FixedWireless,-38.6,5.8,1.16,True,-91.4,5,2,False,Contractor,2025-04-30,2024-12-05,
2025-11-04T19:10:00,UBC-00098,UBC00000098,PL-24605,Charles St,Light pole at Charles St near block 759,UbiRadar-R1,v1.4.0,39.268755,-76.654177,5.45,60.0,1.22,1.37,1.63,True,02:00:70:57:c4:68,10.8.82.24,Unadopted,"busstop,bikepath,camera-enabled,downtown",InWarranty,2027-09-18,False,2,1,1,0,0,32.0,38.8,36.3,0,0,1,0,1,15,829,"dog,truck,scooter",190.7,0.0318,121.9,1.56,5,-0.0,49.2,27.6,29.22,50.7,243,546689,1.4,49.4,8.7,FixedWireless,-49.6,11.9,1.81,False,,4,1,False,DOT,2024-09-14,2025-07-05,
2025-11-04T19:20:00,UBC-00099,UBC00000099,PL-70228,Fayette St,Light pole at Fayette St near block 454,UbiCam-Edge,v1.5.2,39.272175,-76.591391,5.59,14.6,1.76,0.84,1.65,True,02:00:e4:6d:76:33,10.41.209.183,Adopted,busstop,OutOfWarranty,2028-02-08,False,11,4,4,0,0,33.5,38.9,35.5,0,0,14,6,8,25,1164,car,142.0,0.0237,120.9,1.17,15,0.8,51.5,18.57,24.14,53.8,480,73333,6.0,44.9,31.5,Fiber,-49.2,9.6,0.91,False,,1,2,False,University,2025-07-08,2025-02-04,
2025-11-04T19:30:00,UBC-00100,UBC00000100,PL-74424,Orleans St,Light pole at Orleans St near block 255,UbiSmart-V2,v1.5.2,39.301715,-76.581057,7.6,312.5,0.31,0.36,1.35,True,02:00:56:ce:6a:6f,10.160.180.104,Decommissioned,"intersection,bikepath,downtown",Extended,2028-01-21,False,2,0,0,0,0,0.0,0.0,0.0,0,0,3,1,2,20,1332,"truck,dog,person",99.6,0.0166,121.1,0.82,0,3.0,46.1,3.95,5.83,49.4,335,40784,15.7,27.9,21.6,FixedWireless,-54.5,10.6,1.55,False,,5,1,False,University,2019-01-16,2025-03-13,
2025-11-04T19:40:00,UBC-00101,UBC00000101,PL-41991,W Baltimore St,Light pole at W Baltimore St near block 491,UbiCell-XL,v2.2.3,39.262541,-76.57908,4.26,187.6,0.85,1.11,1.25,True,02:00:2d:df:82:b2,10.117.137.94,Provisioning,"crosswalk,energy-metered,intersection",Extended,2028-04-25,False,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,30,1510,"person,bike,dog",123.3,0.0205,120.5,1.02,25,4.2,67.4,8.14,8.7,49.4,282,56351,14.3,12.3,24.4,FixedWireless,-42.3,25.7,3.63,False,,1,0,False,Contractor,2016-04-16,2025-10-21,
2025-11-04T19:50:00,UBC-00102,UBC00000102,PL-39960,Pratt St,Light pole at Pratt St near block 636,UbiCam-Edge,v1.6.0,39.283128,-76.584734,7.62,159.3,0.48,0.66,0.05,True,02:00:75:d1:9f:55,10.34.118.224,Provisioning,"schoolzone,busstop,downtown",OutOfWarranty,2026-12-24,False,5,3,1,2,0,36.6,49.6,45.1,0,0,4,1,3,5,540,"car,person,scooter",186.7,0.0311,123.0,1.52,30,1.0,46.6,14.19,20.8,54.0,713,660858,2.4,38.7,31.5,Mesh,-51.9,6.8,0.73,True,-87.7,0,2,False,Contractor,2022-07-18,2025-02-01,
2025-11-04T20:00:00,UBC-00103,UBC00000103,PL-40965,Guilford Ave,Light pole at Guilford Ave near block 785,UbiCam-Edge,v2.0.1,39.258903,-76.557759,6.54,69.1,0.09,1.77,0.09,True,02:00:5b:4e:5f:7d,10.4.166.219,Adopted,"schoolzone,downtown",OutOfWarranty,2028-01-03,False,0,1,1,0,0,31.0,41.3,40.3,0,0,0,0,0,5,496,scooter,112.9,0.0188,115.8,0.97,30,-5.2,41.3,8.59,11.66,49.5,1,291391,2.5,36.3,27.7,4G-LTE,-63.7,20.0,1.79,True,-82.1,2,2,True,DOT,2021-05-11,2025-08-31,
2025-11-04T20:10:00,UBC-00104,UBC00000104,PL-30435,President St,Light pole at President St near block 542,UbiHub-200,v1.4.0,39.30352,-76.597352,6.27,22.3,0.14,0.38,1.71,True,02:00:52:15:22:c1,10.69.0.74,Provisioning,"intersection,energy-metered,downtown",Extended,2027-05-01,False,1,2,2,0,0,30.9,31.6,27.7,0,0,1,1,0,10,1074,scooter,154.7,0.0258,122.2,1.27,0,-4.4,64.0,19.99,21.56,50.6,132,816889,23.2,41.7,3.0,Mesh,-38.7,16.6,3.28,False,,6,1,False,University,2019-08-09,2025-02-04,
2025-11-04T20:20:00,UBC-00105,UBC00000105,PL-71160,Fleet St,Light pole at Fleet St near block 307,UbiEdge-Sensor,v2.0.1,39.276323,-76.622911,8.88,149.7,1.71,0.92,0.47,True,02:00:69:25:bc:98,10.59.211.98,Decommissioned,smartpole,OutOfWarranty,2026-02-21,False,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,1,30,1435,"truck,scooter,bike",141.3,0.0236,112.8,1.25,0,0.3,45.3,0.0,1.57,49.4,1,1260058,2.9,29.8,8.1,Mesh,-58.9,5.7,4.17,False,,2,0,False,University,2023-07-20,2025-10-31,
2025-11-04T20:30:00,UBC-00106,UBC00000106,PL-93683,Gay St,Light pole at Gay St near block 426,UbiHub-200,v2.0.1,39.299788,-76.630369,4.95,52.8,2.23,0.83,1.39,True,02:00:f9:cc:ee:ee,10.190.104.119,Unadopted,,InWarranty,2027-05-10,False,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,10,1694,"scooter,car",132.1,0.022,120.1,1.1,5,1.3,66.1,8.65,11.09,48.7,1,102555,12.0,30.9,17.4,Mesh,-41.7,18.8,0.62,True,-84.7,0,0,False,DOT,2022-06-18,2025-05-01,
2025-11-04T20:40:00,UBC-00107,UBC00000107,PL-60666,Canton Ave,Light pole at Canton Ave near block 729,UbiCell-XL,v1.6.0,39.290457,-76.617801,5.89,227.8,1.98,1.51,1.03,True,02:00:a9:63:9e:54,10.5.51.38,Decommissioned,,OutOfWarranty,2027-11-30,False,0,3,3,0,0,38.3,41.7,41.1,0,0,1,1,0,30,1241,"person,scooter",121.0,0.0202,120.7,1.0,0,0.2,51.5,13.25,14.53,52.0,1,569395,12.7,32.6,15.3,Mesh,-40.3,14.3,4.77,False,,4,1,True,DOT,2020-01-24,2025-07-20,
2025-11-04T20:50:00,UBC-00108,UBC00000108,PL-13164,Franklin St,Light pole at Franklin St near block 339,UbiEdge-Sensor,v2.1.0,39.284518,-76.635764,5.86,162.6,1.21,1.52,1.83,True,02:00:e0:f9:dd:12,10.34.78.239,Provisioning,"bikepath,crosswalk",Extended,2026-08-18,False,1,3,1,2,0,33.8,48.3,48.2,0,0,2,2,0,20,844,"truck,scooter",111.6,0.0186,124.0,0.9,15,0.1,55.1,7.28,7.53,55.0,1,421653,6.8,14.2,17.5,FixedWireless,-55.5,8.0,0.71,False,,5,2,False,Private,2024-02-29,2025-08-28,
2025-11-04T21:00:00,UBC-00109,UBC00000109,PL-60317,St Paul St,Light pole at St Paul St near block 272,UbiHub-200,v1.4.0,39.303351,-76.579299,8.49,220.8,0.21,0.41,0.32,True,02:00:4d:da:82:6b,10.0.33.42,Unadopted,camera-enabled,Extended,2028-04-12,False,1,1,1,0,0,29.3,32.6,29.8,0,0,2,2,0,15,780,"car,person",124.1,0.0207,122.0,1.02,15,4.1,44.5,13.44,16.7,51.4,644,294693,9.1,30.1,20.8,4G-LTE,-68.3,18.2,2.79,True,-84.8,5,1,True,Contractor,2020-07-10,2025-08-16,
2025-11-04T21:10:00,UBC-00110,UBC00000110,PL-20481,Lombard St,Light pole at Lombard St near block 963,UbiEdge-Sensor,v2.0.1,39.318475,-76.650184,2.98,256.0,0.35,0.53,1.22,True,02:00:8e:7d:73:0b,10.222.247.70,Provisioning,"smartpole,bikepath,energy-metered,camera-enabled",OutOfWarranty,2026-10-23,False,2,1,1,0,0,20.8,21.4,16.4,0,0,4,0,4,30,834,"truck,scooter",82.2,0.0137,116.0,0.71,5,-0.8,47.7,15.86,19.23,45.5,79,237788,5.6,35.8,21.4,Mesh,-46.2,9.3,0.51,False,,4,1,False,University,2025-03-14,2025-01-10,
2025-11-04T21:20:00,UBC-00111,UBC00000111,PL-29394,Lombard St,Light pole at Lombard St near block 167,UbiSmart-V2,v1.6.0,39.283915,-76.580033,6.92,199.8,-0.7,0.25,2.38,True,02:00:b9:d3:cc:d6,10.169.153.21,Unadopted,,Extended,2028-10-09,False,1,1,0,1,0,27.5,34.8,30.8,0,0,1,1,0,25,933,car,150.3,0.025,117.9,1.27,10,-1.2,53.6,0.0,3.49,49.8,1,66729,12.0,26.4,7.3,Fiber,-50.4,12.5,1.15,False,,4,1,False,DOT,2017-01-31,2025-06-01,
2025-11-04T21:30:00,UBC-00112,UBC00000112,PL-66645,Eastern Ave,Light pole at Eastern Ave near block 613,UbiCell-XL,v2.0.1,39.265732,-76.661619,6.66,106.7,-0.78,1.09,2.31,True,02:00:cf:dc:78:92,10.124.84.87,Adopted,"intersection,energy-metered",OutOfWarranty,2027-02-20,False,3,1,1,0,0,22.9,26.6,25.5,0,0,4,3,1,10,884,"bike,person",138.9,0.0231,117.8,1.18,5,6.9,57.2,4.05,6.58,52.4,525,472148,7.8,25.3,21.7,Mesh,-54.1,12.7,0.49,True,-75.7,2,2,False,DOT,2024-08-24,2025-09-27,
2025-11-04T21:40:00,UBC-00113,UBC00000113,PL-29666,Charles St,Light pole at Charles St near block 85,UbiCell-XL,v2.2.3,39.262297,-76.642764,4.93,294.1,1.76,-0.16,0.56,False,02:00:2c:14:54:9e,10.169.51.10,Adopted,"schoolzone,crosswalk,downtown",OutOfWarranty,2027-12-10,False,2,1,1,0,0,28.7,38.6,36.4,0,0,2,0,2,25,877,"bike,person",126.0,0.021,115.4,1.09,15,-4.3,59.5,8.61,8.89,51.6,1,14396,21.0,29.3,17.6,Fiber,-46.2,32.0,1.83,False,,0,2,True,Contractor,2016-12-03,2025-08-13,
2025-11-04T21:50:00,UBC-00114,UBC00000114,PL-45039,Lombard St,Light pole at Lombard St near block 681,UbiCam-Edge,v2.0.1,39.28603,-76.583542,4.3,139.7,1.5,-0.02,1.51,True,02:00:50:31:fe:72,10.145.16.101,Provisioning,downtown,OutOfWarranty,2027-05-25,False,4,0,0,0,0,0.0,0.0,0.0,0,0,5,3,2,25,968,"scooter,dog",129.1,0.0215,118.5,1.09,10,3.3,33.2,9.47,11.7,49.0,1,1583808,12.4,11.5,20.8,4G-LTE,-67.8,20.1,0.49,False,,1,2,False,University,2021-10-02,2025-02-21,
2025-11-04T22:00:00,UBC-00115,UBC00000115,PL-62572,St. Paul St,Light pole at St. Paul St near block 290,UbiSmart-V2,v1.6.0,39.316063,-76.584868,4.33,120.7,1.02,1.67,0.38,True,02:00:3c:4b:37:e5,10.64.76.186,Decommissioned,schoolzone,InWarranty,2026-04-08,False,0,1,1,0,0,24.0,24.1,18.3,0,0,0,0,0,20,864,truck,76.7,0.0128,120.4,0.64,0,3.0,32.4,21.56,25.83,51.5,324,208909,14.7,23.9,11.3,Mesh,-45.4,6.4,2.39,True,-82.3,6,1,False,Private,2019-04-13,2025-07-09,
2025-11-04T22:10:00,UBC-00116,UBC00000116,PL-63723,Howard St,Light pole at Howard St near block 990,UbiEdge-Sensor,v2.0.1,39.263859,-76.623589,5.33,281.7,0.02,0.85,1.1,True,02:00:19:10:81:c7,10.95.254.119,Adopted,"schoolzone,camera-enabled",InWarranty,2026-04-23,False,2,0,0,0,0,0.0,0.0,0.0,0,0,1,1,0,5,1858,"dog,scooter,truck",129.2,0.0215,118.6,1.09,5,1.6,68.5,0.8,4.62,46.7,360,126419,17.8,32.1,29.3,Fiber,-39.5,4.7,1.2,False,,3,2,False,University,2024-04-14,2025-05-25,
2025-11-04T22:20:00,UBC-00117,UBC00000117,PL-96298,Howard St,Light pole at Howard St near block 428,UbiEdge-Sensor,v2.2.3,39.276819,-76.603716,2.77,8.9,1.11,0.56,1.3,True,02:00:15:47:7a:fd,10.142.103.185,Decommissioned,,OutOfWarranty,2026-10-08,False,5,1,1,0,1,18.8,32.4,27.3,0,0,4,2,2,15,1396,"dog,car,person",116.7,0.0194,119.8,0.97,10,-1.8,39.6,8.62,12.42,48.1,186,1351365,19.2,21.3,14.3,Fiber,-48.5,13.3,1.03,True,-85.6,0,0,False,Private,2017-10-19,2025-05-17,
2025-11-04T22:30:00,UBC-00118,UBC00000118,PL-10358,North Ave,Light pole at North Ave near block 989,UbiRadar-R1,v1.6.0,39.279286,-76.629689,4.19,317.3,0.88,0.4,1.31,True,02:00:e9:16:91:aa,10.9.208.151,Provisioning,"camera-enabled,intersection,energy-metered,bikepath",InWarranty,2027-07-26,False,1,3,2,1,0,31.4,34.5,29.6,0,0,4,4,0,5,1715,"scooter,car",134.1,0.0223,112.3,1.19,10,4.0,59.6,3.06,6.59,50.2,1,90164,6.6,18.2,22.2,Fiber,-47.1,9.8,1.01,False,,6,0,False,University,2020-07-30,2025-01-01,
2025-11-04T22:40:00,UBC-00119,UBC00000119,PL-87449,North Ave,Light pole at North Ave near block 822,UbiRadar-R1,v1.5.2,39.284426,-76.63732,4.66,50.8,0.53,1.03,1.63,True,02:00:e6:7a:cb:01,10.220.24.246,Provisioning,"busstop,crosswalk,smartpole",InWarranty,2027-03-08,False,0,1,0,1,0,21.2,25.3,23.7,0,0,0,0,0,10,1390,"truck,dog",116.1,0.0193,123.2,0.94,25,0.4,59.0,10.46,13.57,54.5,205,288101,2.4,41.9,38.4,4G-LTE,-70.8,20.9,0.32,True,-80.3,6,1,False,University,2025-08-05,2025-02-25,
2025-11-04T22:50:00,UBC-00120,UBC00000120,PL-50134,Perring Pkwy,Light pole at Perring Pkwy near block 970,UbiEdge-Sensor,v2.2.3,39.290173,-76.573624,4.59,230.0,1.62,1.17,1.23,True,02:00:5a:66:07:db,10.40.168.166,Provisioning,,InWarranty,2027-10-12,False,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,25,2364,"person,bike,car",95.1,0.0158,119.4,0.8,25,1.0,53.4,6.12,7.84,49.3,1,509335,2.6,42.7,15.9,Ethernet,-49.1,14.6,0.5,False,,3,0,False,Contractor,2017-05-16,2025-06-29,
2025-11-04T23:00:00,UBC-00121,UBC00000121,PL-98055,Greenmount Ave,Light pole at Greenmount Ave near block 814,UbiHub-200,v2.2.3,39.249786,-76.612123,8.68,202.6,0.42,1.59,1.71,True,02:00:27:4f:3e:01,10.122.33.200,Provisioning,,OutOfWarranty,2026-04-28,False,1,3,2,1,0,40.1,42.0,40.2,0,0,2,0,2,15,1620,"car,bike",127.7,0.0213,126.4,1.01,0,2.1,54.5,5.98,6.52,52.8,272,1389029,8.8,33.4,46.8,Fiber,-48.7,9.0,0.09,False,,6,1,False,DOT,2017-03-13,2025-03-22,
2025-11-04T23:10:00,UBC-00122,UBC00000122,PL-80070,Fleet St,Light pole at Fleet St near block 835,UbiSmart-V2,v1.4.0,39.300381,-76.610696,8.04,48.3,-0.1,1.28,1.69,True,02:00:09:2c:20:53,10.74.175.42,Adopted,"schoolzone,camera-enabled",InWarranty,2027-05-05,False,0,1,1,0,0,39.2,41.6,36.2,0,0,0,0,0,20,962,"person,bike,truck",137.2,0.0229,120.5,1.14,0,4.0,62.3,17.57,27.16,51.4,248,24357,11.7,34.5,22.9,4G-LTE,-72.6,21.8,0.99,False,,5,2,False,University,2017-04-14,2024-12-20,
